"id_global","id_PGJ","id_SSC","id_C5","fecha_incidente","hora_incidente","calle","colonia","alcaldia","lat","lon","delito_pgj","categoria_delito_pgj","fiscalia","agencia","unidad_investigacion"
361,17859,NA,NA,"03/03/2018","01:50:00","AVENIDA MEXICO-COYOACAN","GENERAL PEDRO MARIA ANAYA","BENITO JUAREZ",19.3591424737808,-99.1633374933553,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN BENITO JUÁREZ","H3","UI-1SD"
362,17962,NA,NA,"07/03/2018","07:20:00","AVENIDA CEYLAN","LAS SALINAS","AZCAPOTZALCO",19.4924323953162,-99.1692100218471,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN AZCAPOTZALCO","AZ-2","UI-3CD"
363,18088,NA,NA,"12/03/2018","14:00:00","PLAN DE LA NORIA","SAN LORENZO LA CEBADA","XOCHIMILCO",19.2778353823958,-99.1210532792642,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-3","UI-3CD"
364,18138,NA,NA,"14/03/2018","12:53:00","CECILIO ROBELO","EL PARQUE","VENUSTIANO CARRANZA",19.4248395145528,-99.1144276880082,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-2CD"
365,18220,NA,NA,"17/03/2018","19:45:00","AUTOPISTA MEXICO TOLUCA-DIRECCION A TOLUCA","SAN MATEO TLALTENANGO","CUAJIMALPA DE MORELOS",19.3479806987205,-99.2841654174726,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAJIMALPA","CJ-1","UI-1SD"
366,18253,NA,NA,"19/03/2018","17:50:00","DOCTOR VERTIZ","DOCTORES","CUAUHTEMOC",19.4122822115917,-99.1488032110455,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-2","UI-1SD"
367,18282,NA,NA,"21/03/2018","02:15:00","ALBARRADA","ALBARRADA I","IZTAPALAPA",19.3574695084214,-99.0688598867606,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-5","UI-3SD"
368,18305,NA,NA,"22/03/2018","02:27:00","EJE  SEIS  SUR","UNIDAD VICENTE GUERRERO","IZTAPALAPA",19.3578178005417,-99.0543446995813,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-3CD"
369,18415,NA,NA,"27/03/2018","22:20:00","PATRIOTISMO","SAN PEDRO DE LOS PINOS","BENITO JUAREZ",19.3940486271684,-99.1817783958952,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN BENITO JUÁREZ","H3","UI-1SD"
370,18444,NA,NA,"29/03/2018","07:17:00","EJE SEIS  ( ESTACIONAMIENTO  A UN COSTADO  DE  BANCOMER","","IZTAPALAPA",19.3673185039283,-99.0970221721957,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-3","UI-1SD"
371,18454,NA,NA,"29/03/2018","22:15:00","PEDRO ARVIZU","EMILIANO ZAPATA","COYOACAN",19.3268250653859,-99.1375231088703,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-3","UI-2SD"
372,18458,NA,NA,"29/03/2018","23:20:00","AVENIDA ERMITA IZTAPALAPA","SANTA CRUZ MEYEHUALCO","IZTAPALAPA",19.3426555763551,-99.0464770502752,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-5","UI-2SD"
373,18486,NA,NA,"31/03/2018","07:30:00","AV. TLAHUAC","PUEBLO CULHUACÁN","IZTAPALAPA",19.3379624233923,-99.1088766247169,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-8","UI-1CD"
374,18496,NA,NA,"31/03/2018","21:35:00","DE AVENIDA PERIFERICO EN DIRECCION DE PONIENTE A ORIENTE","FUENTES DEL PEDREGAL","TLALPAN",19.3050395926533,-99.2043439088555,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-1CD"
375,18512,NA,NA,"02/04/2018","08:50:00","CALZADA ACOXPA","PRADO COAPA 3A SECCIÓN","TLALPAN",19.2930696318443,-99.1255071688872,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-5","UI-2CD"
376,18656,NA,NA,"08/04/2018","01:05:00","AUTOPISTA MEXICO-CUERNAVACA","SAN ANDRÉS TOTOLTEPEC","TLALPAN",19.2501655156275,-99.1561099216254,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-3","UI-2CD"
377,18675,NA,NA,"08/04/2018","22:30:00","CARRETERA FEDERAL MEXICO-CUERNAVACA","PARRES EL GUARDA","TLALPAN",19.1359482025278,-99.1767541001794,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-3CD"
378,18686,NA,NA,"09/04/2018","14:39:59","CIUDAD DE MEXICO-CUERNAVACA","SAN MIGUEL TOPILEJO","TLALPAN",19.1994653383371,-99.1451858767345,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-1CD"
379,18694,NA,NA,"10/04/2018","00:10:00","AUTOPISTA MEXICO LA MARQUESA","CONTADERO","CUAJIMALPA DE MORELOS",19.3395789642679,-99.3110640336451,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAJIMALPA","CJ-1","UI-1SD"
380,18708,NA,NA,"10/04/2018","18:10:00","CENTRAL DE ABASTO","CENTRAL DE ABASTO","IZTAPALAPA",19.3685671974337,-99.0893079001487,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-2CD"
381,18738,NA,NA,"12/04/2018","02:45:00","CECILIO ROBELO","JARDÍN BALBUENA","VENUSTIANO CARRANZA",19.4229435894666,-99.1091864979562,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-3CD"
382,18761,NA,NA,"12/04/2018","23:00:00","KILOMETRO 35  CARRETERA FEDERAL MEXICO TOLUCA","PARRES EL GUARDA","TLALPAN",19.1360553967686,-99.1734124858945,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","H2","UI-1SD"
383,18829,NA,NA,"15/04/2018","16:00:00","CARRETERA FEDERAL MEXICO-CUERNAVACA","PARRES EL GUARDA","TLALPAN",19.1359482025278,-99.1767541001794,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-1CD"
384,18884,NA,NA,"18/04/2018","15:30:00","AVENIDA MEXICO COYOACAN","GENERAL PEDRO MARIA ANAYA","BENITO JUAREZ",19.3591424737808,-99.1633374933553,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN BENITO JUÁREZ","H3","UI-1SD"
385,18904,NA,NA,"19/04/2018","13:50:00","MARTIN CARRERA","MARTÍN CARRERA","GUSTAVO A MADERO",19.4884991110947,-99.1075600225912,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-4","UI-2CD"
386,18915,NA,NA,"20/04/2018","01:30:00","ERMITA IZTAPALAPA","AMPLIACION ZONA URBANA EJIDAL SANTA MARIA AZTAHUAC","IZTAPALAPA",19.3446598286648,-99.0274873282975,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-2CD"
387,18924,NA,NA,"20/04/2018","09:35:00","CALZADA  IGNACIO  ZARAGOZA","TEPALCATES","IZTAPALAPA",19.3954375141557,-99.0545717112428,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-3CD"
388,18926,NA,NA,"20/04/2018","11:00:00","TENOCHTITLAN","ARENAL 1A SECCIÓN","VENUSTIANO CARRANZA",19.4228092429073,-99.0588691447761,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-5","UI-1SD"
389,18963,NA,NA,"21/04/2018","21:10:00","AUTOPISTA MEXICO-PUEBLA","SAN MIGUEL TEOTONGO","IZTAPALAPA",19.3520922868889,-98.9878116955588,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-9","UI-1SD"
390,18992,NA,NA,"23/04/2018","15:00:00","LA CASTAÑEDA","MIXCOAC","BENITO JUAREZ",19.3711463281704,-99.1898643272442,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN BENITO JUÁREZ","BJ-2","UI-3CD"
391,19075,NA,NA,"28/04/2018","05:55:00","CARRETERA FEDERAL TOLUCA MEXICO","CONTADERO","CUAJIMALPA DE MORELOS",19.3470285694373,-99.3069464207663,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAJIMALPA","CJ-1","UI-1SD"
392,19100,NA,NA,"29/04/2018","09:02:00","ESTACION DEL METRO XOLA LINEA 2 DIRECCION A TAXQUEÑA","ÁLAMOS","BENITO JUAREZ",19.395205876569,-99.1379725900665,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS","STCMP","UI-3CD"
393,19103,NA,NA,"29/04/2018","12:13:00","CAPULINES","LAS CRUCES","LA MAGDALENA CONTRERAS",19.3172046074932,-99.2565496617629,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MAGDALENA CONTRERAS","MC-1","UI-3SD"
394,19127,NA,NA,"30/04/2018","17:30:00","AUTOPISTA MEXICO TOLUCA","CONTADERO","CUAJIMALPA DE MORELOS",19.3508591234403,-99.2980742841594,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAJIMALPA","CJ-1","UI-1SD"
395,19227,NA,NA,"05/05/2018","02:00:00","PIPIZAHUA","PEDREGAL DE SANTO DOMINGO","COYOACAN",19.3328515890512,-99.1678272111147,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-3","UI-3CD"
396,19274,NA,NA,"06/05/2018","17:30:00","AUTOPISTA MEXICO-CUERNAVACA","PARRES EL GUARDA","TLALPAN",19.1359482025278,-99.1767541001794,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-1CD"
397,19279,NA,NA,"06/05/2018","18:45:00","CARRETERA FEDERAL MEXICO-CUERNAVACA","PARRES EL GUARDA","TLALPAN",19.1359960605634,-99.1735038997113,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-1CD"
398,19322,NA,NA,"09/05/2018","10:00:00","CALZ. DE LAS BOMBAS","LOS GIRASOLES","COYOACAN",19.30878755725,-99.1325141460882,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-5","UI-1CD"
399,19328,NA,NA,"09/05/2018","16:54:59","METRO HOSPITAL GENERAL","DOCTORES","CUAUHTEMOC",19.4135550883091,-99.1536486658586,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS","STCMP","UI-1CD"
400,19375,NA,NA,"11/05/2018","23:39:59","SEGUNDA CERRADA DE PLAN DE AYALA ESQUINA CON PLAN DE AYALA","ZONA URBANA EJIDAL SANTA MARIA TOMATLAN","IZTAPALAPA",19.3296824083381,-99.0947632205451,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-3CD"
401,19407,NA,NA,"13/05/2018","16:45:00","AV. 602","SAN JUAN DE ARAGÓN V SECCIÓN","GUSTAVO A MADERO",19.4491762507648,-99.0614542844373,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-8","UI-2SD"
402,19412,NA,NA,"13/05/2018","20:05:00","ANILLO PERIFERICO (BLVD. ADOLFO RUIZ CORTINES)","PISTA OLIMPICA VIRGILIO URIBE (CANAL DE CUEMANCO)","XOCHIMILCO",19.2950711065833,-99.1010404094897,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN XOCHIMILCO","XO-2","UI-2CD"
403,19422,NA,NA,"14/05/2018","07:27:00","AVENIDA  SAN LORENZO","EL RODEO","IZTAPALAPA",19.334771790692,-99.0748311897389,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-8","UI-3CD"
404,19503,NA,NA,"17/05/2018","13:04:00","LAURO AGUIRRE","AGRICULTURA","MIGUEL HIDALGO",19.4483427704619,-99.1656334527747,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","H1","UI-1SD"
405,19504,NA,NA,"17/05/2018","13:09:59","LAURO AGUIRRE","AGRICULTURA","MIGUEL HIDALGO",19.4482838069265,-99.1657672716251,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-5","UI-3CD"
406,19512,NA,NA,"17/05/2018","18:00:00","CALZADA DE TLALPAN","PUEBLO DE SANTA URSULA COAPA","COYOACAN",19.3151301759024,-99.1403808940453,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-1","UI-3CD"
407,19517,NA,NA,"17/05/2018","21:45:00","LATERAL ORIENTE DE CANAL DE  RIO CHURUBUSCO","AGRÍCOLA PANTITLAN","IZTACALCO",19.4207367068111,-99.0598694949779,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTACALCO","IZC-2","UI-3SD"
408,19605,NA,NA,"21/05/2018","15:00:00","METRO AUTOBUSES DEL NORTE,","TLACAMACA","GUSTAVO A MADERO",19.4789659807692,-99.140273813765,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS","STCMP","UI-1CD"
409,19754,NA,NA,"27/05/2018","19:30:00","EJE CENTRAL LAZARO CARDENAS","CENTRO","CUAUHTEMOC",19.4235951971364,-99.1421562001148,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","H2","UI-1SD"
410,19821,NA,NA,"31/05/2018","00:03:00","AV. XOCHIMILCO (EJE 1 NTE)","AGRÍCOLA PANTITLAN","IZTACALCO",19.4134948306196,-99.0665797098844,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTACALCO","IZC-2","UI-1SD"
411,19882,NA,NA,"02/06/2018","00:50:00","CARRETERA FEDERAL MEXICO CUERNAVACA","SAN ANDRÉS TOTOLTEPEC","TLALPAN",19.2573813327181,-99.1613426205935,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-3CD"
412,19910,NA,NA,"02/06/2018","21:35:00","AVENIDA 608 CASI ESQUINA CON AVENIDA 602","SAN JUAN DE ARAGÓN IV SECCIÓN","GUSTAVO A MADERO",19.4515558409056,-99.0779734572231,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS","STCMP","UI-1CD"
413,19959,NA,NA,"05/06/2018","05:30:00","AVENIDA  CONSCRIPTO","UNIDAD HAB. LOMAS DE SOTELO","MIGUEL HIDALGO",19.4475235264206,-99.2147221113231,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-2","UI-1SD"
414,20068,NA,NA,"10/06/2018","18:24:59","CARRETERA FEDERAL MEXICO-CUERNAVACA","SAN PEDRO MÁRTIR","TLALPAN",19.265143939015,-99.1715942537978,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-3","UI-3CD"
415,20086,NA,NA,"11/06/2018","13:40:00","CALLE CUATRO","AGRÍCOLA PANTITLAN","IZTACALCO",19.4126360437614,-99.0624095050099,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTACALCO","IZC-3","UI-2CD"
416,20135,NA,NA,"14/06/2018","08:39:59","KILOMETRO 035+950, DE LA AUTOPISTA MEXICO CUERNAVACA (DIRECCION A LA CDMX)","PARRES EL GUARDA","TLALPAN",19.1359482025278,-99.1767541001794,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-1CD"
417,20169,NA,NA,"16/06/2018","01:09:59","AVENIDA ERMITA IZTAPALAPA","AMPLIACION ZONA URBANA EJIDAL SANTA MARIA AZTAHUAC","IZTAPALAPA",19.3444700624182,-99.0296215766885,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-2CD"
418,20173,NA,NA,"16/06/2018","05:58:00","INSURGENTES NORTE","ATLAMPA","CUAUHTEMOC",19.458594498771,-99.1562463392908,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-1","UI-2SD"
419,20177,NA,NA,"16/06/2018","10:00:00","SAN FRANCISCO  TLALTENCO","GUADALUPE TLALTENCO","TLAHUAC",19.2973503773527,-99.011708870093,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLAHUAC","TLH-2","UI-3SD"
420,20190,NA,NA,"16/06/2018","21:40:00","MEXICO-CUERNAVACA","SAN MIGUEL TOPILEJO","TLALPAN",19.1998075493034,-99.1444212870552,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-3","UI-3CD"
421,20195,NA,NA,"17/06/2018","07:00:00","AV. OBSERVATORIO","DANIEL GARZA","MIGUEL HIDALGO",19.4023392263491,-99.2005710432415,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-5","UI-3CD"
422,20203,NA,NA,"17/06/2018","13:20:00","VASCO DE QUIROGA","LOMAS DE SANTA FE","CUAJIMALPA DE MORELOS",19.3627051511012,-99.2744150852856,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAJIMALPA","CJ-2","UI-1CD"
423,20205,NA,NA,"17/06/2018","17:00:00","PROLONGACION CINCO DE MAYO","LA MARTINICA II","ALVARO OBREGON",19.3589227241269,-99.2192050272514,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN ÁLVARO OBREGÓN","AO-2","UI-1SD"
424,20233,NA,NA,"19/06/2018","16:45:00","CANAL DE GARAY","JOSÉ LÓPEZ PORTILLO","IZTAPALAPA",19.3050948748769,-99.07902782685,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-8","UI-3CD"
425,20259,NA,NA,"21/06/2018","13:00:00","JUVENTINO ROSAS","JUVENTINO ROSAS","IZTACALCO",19.3923700034154,-99.1128563195049,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-2CD"
426,20268,NA,NA,"22/06/2018","00:05:00","PERIFERICO","LOS ALPES","ALVARO OBREGON",19.3633113997282,-99.1914861971775,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","H2","UI-1SD"
427,20286,NA,NA,"22/06/2018","16:35:00","INSURGENTES SUR","MIGUEL HIDALGO 1A SECCIÓN","TLALPAN",19.2942753954717,-99.1818694422417,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-5","UI-3CD"
428,20319,NA,NA,"24/06/2018","03:30:00","GUSTAVO DIAZ ORDAZ","PRESIDENTES","ALVARO OBREGON",19.373527969727,-99.2246747779711,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","H2","UI-1SD"
429,20336,NA,NA,"25/06/2018","03:05:00","CANAL  RIO  CHURUBUSCO  ENTRE MURO  UNO  Y EJE CENTRAL","CENTRAL DE ABASTO","IZTAPALAPA",19.3703611999918,-99.0910300999254,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-2CD"
430,20338,NA,NA,"25/06/2018","07:50:00","CARRETERA MÉXICO TOLUCA, KILÓMETRO 30+400","LA PILA","CUAJIMALPA DE MORELOS",19.3069285997297,-99.3326289002904,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAJIMALPA","CJ-1","UI-1SD"
431,20363,NA,NA,"26/06/2018","22:00:00","CARRETERA XOCHIMILCO TULYEHUALCO","SANTA CRUZ ACALPIXCA - PUEBLO","XOCHIMILCO",19.2462828013625,-99.0785860384036,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN XOCHIMILCO","XO-2","UI-1CD"
432,20383,NA,NA,"27/06/2018","21:20:00","AV CAMINO A SANTA TERESA","HÉROES DE PADIERNA","LA MAGDALENA CONTRERAS",19.3125132971661,-99.2209120002561,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MAGDALENA CONTRERAS","MC-2","UI-2CD"
433,20392,NA,NA,"28/06/2018","09:30:00","CONSTITUCION DE LA REPUBLICA","PROVIDENCIA","GUSTAVO A MADERO",19.480385661446,-99.0653009876142,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-8","UI-1SD"
434,20396,NA,NA,"28/06/2018","13:30:00","PERIFERICO SUR CARRILES LATERALES","FUENTES DEL PEDREGAL","TLALPAN",19.3048793135754,-99.2032284235767,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-4","UI-3CD"
435,20419,NA,NA,"29/06/2018","08:35:00","AVENIDA DE LOS CIEN METROS","NUEVA INDUSTRIAL VALLEJO","GUSTAVO A MADERO",19.5026286757622,-99.1567556403486,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-2","UI-1CD"
436,20454,NA,NA,"30/06/2018","18:48:00","ALTA TENSION  Y RIO BECERRA","AMPLIACION MOLINO DE ROSAS","ALVARO OBREGON",19.3742591063533,-99.2026890835756,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN ÁLVARO OBREGÓN","AO-3","UI-2CD"
